queryId,avatar_name,avatar_id,language,city,date,mobile
71,procrastinators-27,55914,cypriot,vilnius,20,0
72,procrastinators-27,55914,austrian,copenhagen,0,1
73,procrastinators-28,55916,austrian,valletta,32,0
74,procrastinators-28,55916,slovakian,madrid,28,1
75,procrastinators-29,55917,italian,paris,36,0
76,procrastinators-30,55918,estonian,vienna,24,1
77,procrastinators-31,55920,maltese,madrid,28,1
78,procrastinators-32,55921,latvian,vienna,20,1
79,procrastinators-33,55922,spanish,copenhagen,40,0
80,procrastinators-33,55922,luxembourgish,vienna,16,0
81,procrastinators-33,55922,cypriot,amsterdam,0,0
82,procrastinators-34,55924,latvian,vienna,44,0
83,procrastinators-34,55924,maltese,paris,8,1
84,procrastinators-35,55925,portuguese,madrid,3,1
85,procrastinators-35,55925,finnish,valletta,0,1
86,procrastinators-36,55926,maltese,vilnius,20,1
87,procrastinators-36,55926,belgian,madrid,3,0
88,procrastinators-37,55928,dutch,valletta,40,0
89,procrastinators-38,55929,hungarian,valletta,16,0
90,procrastinators-38,55929,bulgarian,paris,12,0
91,procrastinators-39,55930,greek,rome,3,1
92,procrastinators-40,55931,estonian,copenhagen,44,1
93,procrastinators-40,55931,portuguese,rome,28,1
94,procrastinators-40,55931,croatian,copenhagen,20,0
95,procrastinators-40,55931,estonian,rome,20,0
96,procrastinators-41,55933,finnish,rome,0,0
97,procrastinators-42,55934,estonian,valletta,3,0
98,procrastinators-43,55936,romanian,rome,32,1
99,procrastinators-43,55936,greek,valletta,16,1
100,procrastinators-44,55937,cypriot,amsterdam,32,0
101,mostafa-1,56140,latvian,madrid,44,1
102,mostafa-1,56140,czech,vienna,8,0
103,mostafa-2,56141,swedish,vienna,2,0
104,mostafa-3,56142,hungarian,valletta,3,0
105,mostafa-4,56143,belgian,vienna,36,1
106,mostafa-4,56143,finnish,madrid,20,0
107,mostafa-5,56144,slovakian,madrid,36,1
108,mostafa-6,56145,danish,valletta,12,1
109,mostafa-6,56145,austrian,paris,12,0
110,mostafa-6,56145,hungarian,amsterdam,8,0
111,mostafa-7,56146,finnish,madrid,28,1
112,mostafa-7,56146,german,vilnius,24,0
113,mostafa-7,56146,austrian,madrid,2,0
114,mostafa-8,56147,italian,vienna,44,1
115,mostafa-8,56147,irish,vienna,4,0
116,mostafa-8,56147,polish,sofia,3,1
117,mostafa-9,56148,hungarian,copenhagen,28,1
118,mostafa-9,56148,finnish,paris,1,0
119,mostafa-10,56149,french,sofia,1,0
120,mostafa-11,56150,belgian,vienna,24,1
121,mostafa-12,56151,estonian,copenhagen,16,1
122,mostafa-12,56151,french,amsterdam,4,0
123,mostafa-13,56152,portuguese,vienna,16,0
124,mostafa-14,56153,dutch,vilnius,24,0
125,mostafa-15,56154,irish,rome,8,0
126,mostafa-15,56154,irish,amsterdam,4,1
127,mostafa-16,56155,luxembourgish,valletta,3,0
128,mostafa-17,56156,lithuanian,amsterdam,4,0
129,mostafa-18,56157,croatian,sofia,16,0
130,mostafa-18,56157,danish,paris,12,1
131,beltran-1,56158,hungarian,valletta,1,0
132,beltran-2,56159,slovakian,rome,0,0
133,beltran-3,56160,hungarian,rome,8,0
134,beltran-4,56161,austrian,copenhagen,0,1
135,beltran-5,56162,hungarian,amsterdam,8,0
136,beltran-6,56163,bulgarian,rome,16,0
137,beltran-7,56164,estonian,amsterdam,1,1
138,beltran-8,56165,irish,valletta,4,1
139,beltran-8,56165,dutch,madrid,0,0
140,beltran-9,56166,latvian,copenhagen,16,0
141,beltran-10,56167,maltese,vilnius,1,0
142,beltran-11,56168,austrian,sofia,16,0
143,beltran-12,56169,slovakian,vilnius,28,0
144,beltran-12,56169,hungarian,amsterdam,3,1
145,beltran-12,56169,german,rome,1,1
146,beltran-13,56170,hungarian,rome,0,0
147,beltran-14,56171,czech,vilnius,40,1
148,beltran-14,56171,luxembourgish,vilnius,2,0
149,beltran-15,56172,danish,sofia,3,0
150,beltran-16,56173,slovakian,amsterdam,3,0
151,beltran-17,56174,finnish,paris,0,0
152,beltran-18,56175,polish,vilnius,1,0
153,beltran-19,56176,maltese,sofia,4,0
154,beltran-20,56177,portuguese,amsterdam,1,1
155,beltran-21,56178,danish,rome,24,0
156,beltran-1,56158,slovene,vilnius,0,0
157,beltran-9,56166,estonian,madrid,0,1
158,beltran-10,56167,hungarian,madrid,1,0
159,beltran-15,56172,latvian,paris,3,0
160,beltran-17,56174,maltese,madrid,0,0
161,beltran-17,56174,spanish,madrid,0,1
162,beltran-19,56176,bulgarian,vienna,0,1
163,beltran-22,56179,spanish,valletta,40,0
164,beltran-22,56179,czech,madrid,3,1
165,beltran-23,56180,irish,valletta,44,0
166,beltran-23,56180,luxembourgish,vienna,20,0
167,beltran-23,56180,bulgarian,vilnius,2,1
168,beltran-24,56181,greek,rome,8,0
169,beltran-24,56181,latvian,madrid,0,1
170,beltran-25,56182,greek,vilnius,0,1
171,beltran-26,56183,swedish,rome,32,0
172,beltran-27,56184,irish,amsterdam,28,0
173,beltran-27,56184,portuguese,rome,1,1
174,beltran-27,56184,polish,vienna,0,1
175,beltran-28,56185,belgian,copenhagen,12,1
176,beltran-28,56185,irish,vilnius,12,0
177,beltran-28,56185,spanish,copenhagen,8,1
178,beltran-29,56186,portuguese,paris,3,1
179,beltran-30,56187,latvian,copenhagen,4,0
180,beltran-30,56187,greek,vilnius,4,0
181,badie-1,56188,lithuanian,madrid,32,0
182,badie-1,56188,dutch,vienna,24,1
183,badie-1,56188,finnish,copenhagen,24,1
184,badie-1,56188,slovene,valletta,3,1
185,badie-2,56189,estonian,copenhagen,32,1
186,badie-2,56189,latvian,rome,32,1
187,badie-2,56189,italian,madrid,3,1
188,badie-3,56190,austrian,vienna,32,1
189,badie-3,56190,portuguese,copenhagen,1,0
190,badie-4,56191,swedish,rome,24,1
191,badie-4,56191,danish,sofia,0,0
192,badie-5,56192,croatian,valletta,4,0
193,badie-5,56192,italian,vienna,2,1
194,badie-6,56193,irish,valletta,24,0
195,badie-7,56194,latvian,valletta,0,1
196,badie-8,56195,belgian,vienna,40,0
197,badie-8,56195,swedish,rome,36,1
198,badie-8,56195,estonian,vilnius,32,0
199,badie-8,56195,belgian,valletta,16,0
200,badie-8,56195,luxembourgish,madrid,3,0
201,badie-9,56196,romanian,madrid,2,1
202,badie-10,56197,estonian,vienna,40,0
203,badie-11,56198,danish,amsterdam,3,0
204,badie-11,56198,slovakian,paris,0,0
205,badie-12,56199,french,vienna,0,1
206,mldmprocrastinators-1,56201,polish,copenhagen,12,0
207,mldmprocrastinators-1,56201,italian,rome,12,1
208,mldmprocrastinators-1,56201,estonian,valletta,3,1
209,mldmprocrastinators-2,56202,cypriot,madrid,2,0
210,mldmprocrastinators-3,56203,greek,rome,8,0
211,mldmprocrastinators-4,56204,czech,paris,44,1
212,mldmprocrastinators-4,56204,maltese,vienna,2,1
213,mldmprocrastinators-5,56205,finnish,valletta,32,1
214,mldmprocrastinators-5,56205,czech,copenhagen,12,1
215,mldmprocrastinators-5,56205,french,vilnius,1,1
216,mldmprocrastinators-6,56206,belgian,amsterdam,40,0
217,mldmprocrastinators-6,56206,french,rome,1,0
218,mldmprocrastinators-7,56207,luxembourgish,copenhagen,24,1
219,mldmprocrastinators-8,56208,estonian,copenhagen,20,1
220,mldmprocrastinators-9,56209,belgian,paris,28,1
221,mldmprocrastinators-9,56209,romanian,sofia,28,1
222,mldmprocrastinators-9,56209,cypriot,paris,20,0
223,mldmprocrastinators-10,56210,danish,madrid,40,0
224,mldmprocrastinators-10,56210,spanish,rome,2,0
225,mldmprocrastinators-11,56211,italian,vienna,44,0
226,mldmprocrastinators-11,56211,danish,vilnius,24,1
227,mldmprocrastinators-11,56211,maltese,sofia,20,1
228,mldmprocrastinators-11,56211,czech,vilnius,1,1
229,mldmprocrastinators-12,56212,bulgarian,rome,4,1
230,mldmprocrastinators-13,56213,dutch,sofia,1,0
231,mldmprocrastinators-14,56214,swedish,rome,12,1
232,mldmprocrastinators-15,56215,slovakian,copenhagen,20,0
233,mldmprocrastinators-15,56215,latvian,madrid,8,1
234,mldmprocrastinators-15,56215,portuguese,vienna,4,1
235,mldmprocrastinators-15,56215,german,madrid,0,0
236,mldmprocrastinators-16,56216,danish,rome,0,1
237,mldmprocrastinators-17,56217,french,rome,24,0
238,mldmprocrastinators-17,56217,french,vilnius,3,0
239,mldmprocrastinators-18,56218,german,vilnius,44,1
240,mldmprocrastinators-18,56218,irish,rome,44,0
241,mldmprocrastinators-18,56218,irish,vilnius,28,1
242,mldmprocrastinators-18,56218,romanian,valletta,2,1
243,mldmprocrastinators-19,56219,romanian,vilnius,8,1
244,mldmprocrastinators-19,56219,slovakian,madrid,0,1
245,mldmprocrastinators-20,56220,german,madrid,44,0
246,mldmprocrastinators-20,56220,hungarian,copenhagen,2,1
247,mldmprocrastinators-20,56220,german,copenhagen,2,1
248,mldmprocrastinators-20,56220,swedish,amsterdam,1,1
249,mldmprocrastinators-20,56220,luxembourgish,vilnius,1,0
250,mldmprocrastinators-21,56221,slovene,vienna,8,0
251,mldmprocrastinators-22,56222,belgian,amsterdam,44,0
252,mldmprocrastinators-22,56222,cypriot,amsterdam,12,1
253,mldmprocrastinators-22,56222,bulgarian,rome,2,1
254,mldmprocrastinators-23,56223,bulgarian,copenhagen,20,1
255,mldmprocrastinators-23,56223,maltese,rome,2,1
256,mldmprocrastinators-24,56224,slovene,sofia,24,0
257,mldmprocrastinators-24,56224,french,madrid,4,1
258,mldmprocrastinators-25,56225,hungarian,copenhagen,32,1
259,mldmprocrastinators-25,56225,latvian,vilnius,8,1
260,mldmprocrastinators-26,56226,swedish,amsterdam,16,0
261,mldmprocrastinators-27,56227,estonian,sofia,40,0
262,mldmprocrastinators-27,56227,danish,sofia,28,0
263,mldmprocrastinators-27,56227,german,valletta,20,1
264,mldmprocrastinators-27,56227,finnish,paris,3,1
265,mldmprocrastinators-27,56227,luxembourgish,paris,1,1
266,mldmprocrastinators-28,56228,swedish,rome,32,1
267,mldmprocrastinators-28,56228,irish,copenhagen,16,0
268,mldmprocrastinators-28,56228,french,paris,0,0
269,mldmprocrastinators-29,56229,slovene,paris,28,1
270,mldmprocrastinators-30,56230,dutch,valletta,16,1
271,mldmprocrastinators-30,56230,swedish,rome,8,0
272,mldmprocrastinators-30,56230,french,sofia,4,1
273,mldmprocrastinators-31,56231,bulgarian,paris,36,0
274,mldmprocrastinators-31,56231,german,vienna,4,0
275,mldmprocrastinators-32,56232,romanian,amsterdam,3,1
276,mldmprocrastinators-32,56232,lithuanian,sofia,2,0
277,mldmprocrastinators-33,56233,bulgarian,valletta,32,0
278,mldmprocrastinators-33,56233,german,copenhagen,3,0
279,mldmprocrastinators-33,56233,czech,rome,2,0
280,mldmprocrastinators-34,56234,french,vilnius,8,0
281,mldmprocrastinators-34,56234,romanian,madrid,1,0
282,mldmprocrastinators-35,56235,danish,paris,36,1
283,mldmprocrastinators-36,56236,luxembourgish,amsterdam,12,1
284,mldmprocrastinators-37,56237,slovene,valletta,40,1
285,mldmprocrastinators-37,56237,luxembourgish,madrid,32,1
286,mldmprocrastinators-37,56237,german,madrid,3,1
287,mldmprocrastinators-38,56238,french,sofia,44,1
288,mldmprocrastinators-38,56238,greek,madrid,12,0
289,mldmprocrastinators-38,56238,lithuanian,vienna,4,1
290,mldmprocrastinators-39,56239,maltese,amsterdam,12,1
291,mldmprocrastinators-40,56240,luxembourgish,rome,40,1
292,mldmprocrastinators-40,56240,dutch,madrid,2,0
293,mldmprocrastinators-41,56241,hungarian,copenhagen,3,0
294,mldmprocrastinators-42,56242,latvian,rome,24,1
295,mldmprocrastinators-42,56242,swedish,amsterdam,20,1
296,mldmprocrastinators-42,56242,belgian,vienna,4,1
297,mldmprocrastinators-43,56243,dutch,paris,20,0
298,mldmprocrastinators-44,56244,irish,paris,44,0
299,mldmprocrastinators-44,56244,romanian,paris,28,0
300,mldmprocrastinators-45,56245,polish,rome,3,1
301,mldmprocrastinators-46,56246,bulgarian,madrid,3,1
302,mldmprocrastinators-47,56247,bulgarian,copenhagen,0,1
303,mldmprocrastinators-48,56248,swedish,valletta,2,1
304,mldmprocrastinators-49,56249,cypriot,amsterdam,0,1
305,mldmprocrastinators-50,56250,austrian,vienna,36,0
306,mldmprocrastinators-50,56250,italian,sofia,20,1
307,mldmprocrastinators-51,56251,austrian,vienna,32,0
308,mldmprocrastinators-51,56251,austrian,vilnius,28,0
309,mldmprocrastinators-51,56251,swedish,vienna,8,1
310,mldmprocrastinators-52,56252,maltese,amsterdam,8,1
311,mldmprocrastinators-53,56253,spanish,paris,36,1
312,mldmprocrastinators-53,56253,latvian,madrid,3,1
313,mldmprocrastinators-54,56254,portuguese,copenhagen,8,1
314,mldmprocrastinators-54,56254,german,rome,0,1
315,mldmprocrastinators-55,56255,croatian,amsterdam,2,1
316,mldmprocrastinators-56,56256,latvian,vienna,20,0
317,mldmprocrastinators-56,56256,bulgarian,sofia,12,0
318,mldmprocrastinators-57,56257,estonian,amsterdam,2,0
319,mldmprocrastinators-58,56258,swedish,sofia,3,1
320,mldmprocrastinators-59,56259,romanian,paris,44,1
321,mldmprocrastinators-59,56259,bulgarian,paris,32,1
322,mldmprocrastinators-59,56259,maltese,amsterdam,24,1
323,mldmprocrastinators-59,56259,portuguese,copenhagen,16,1
324,mldmprocrastinators-60,56260,italian,valletta,0,1
325,mldmprocrastinators-61,56261,croatian,valletta,1,1
326,mldmprocrastinators-62,56262,luxembourgish,paris,2,1
327,mldmprocrastinators-63,56263,luxembourgish,vilnius,2,1
328,mldmprocrastinators-64,56264,belgian,amsterdam,36,0
329,mldmprocrastinators-64,56264,dutch,valletta,32,0
330,mldmprocrastinators-64,56264,lithuanian,vilnius,3,0
331,mldmprocrastinators-64,56264,belgian,paris,3,1
332,mldmprocrastinators-65,56265,portuguese,amsterdam,2,0
333,mldmprocrastinators-66,56266,belgian,vilnius,2,0
334,mldmprocrastinators-66,56266,latvian,vilnius,2,1
335,mldmprocrastinators-67,56267,irish,madrid,44,1
336,mldmprocrastinators-67,56267,german,amsterdam,16,0
337,mldmprocrastinators-67,56267,french,copenhagen,0,0
338,mldmprocrastinators-68,56268,bulgarian,madrid,44,1
339,mldmprocrastinators-68,56268,lithuanian,copenhagen,2,0
340,mldmprocrastinators-69,56269,czech,paris,28,1
341,mldmprocrastinators-69,56269,slovene,amsterdam,3,0
342,mldmprocrastinators-70,56270,croatian,madrid,44,0
343,mldmprocrastinators-70,56270,latvian,vienna,3,1
344,mldmprocrastinators-71,56271,maltese,valletta,28,1
345,mldmprocrastinators-71,56271,maltese,madrid,24,1
346,mldmprocrastinators-71,56271,croatian,madrid,2,0
347,mldmprocrastinators-72,56272,maltese,paris,32,1
348,mldmprocrastinators-72,56272,maltese,madrid,4,1
349,mldmprocrastinators-73,56273,danish,amsterdam,24,1
350,mldmprocrastinators-73,56273,finnish,vilnius,1,0
351,mldmprocrastinators-74,56274,slovene,vilnius,0,0
352,mldmprocrastinators-75,56275,greek,copenhagen,3,0
353,mldmprocrastinators-75,56275,spanish,vienna,0,0
354,mldmprocrastinators-76,56276,belgian,copenhagen,40,1
355,mldmprocrastinators-76,56276,finnish,madrid,40,1
356,mldmprocrastinators-76,56276,dutch,vilnius,2,1
357,mldmprocrastinators-77,56277,slovene,amsterdam,0,0
358,mldmprocrastinators-78,56278,latvian,copenhagen,2,1
359,mldmprocrastinators-79,56279,bulgarian,valletta,4,1
360,mldmprocrastinators-80,56280,danish,copenhagen,12,0
361,mldmprocrastinators-81,56281,austrian,vienna,12,1
362,mldmprocrastinators-82,56282,croatian,sofia,0,0
363,mldmprocrastinators-83,56283,german,amsterdam,4,1
364,mldmprocrastinators-84,56284,maltese,vienna,1,0
365,mldmprocrastinators-85,56285,romanian,vilnius,1,0
366,mldmprocrastinators-86,56286,maltese,vilnius,40,1
367,mldmprocrastinators-86,56286,latvian,amsterdam,32,1
368,mldmprocrastinators-86,56286,estonian,paris,0,1
369,mldmprocrastinators-87,56287,romanian,amsterdam,3,1
370,mldmprocrastinators-87,56287,spanish,vilnius,1,1
371,mldmprocrastinators-88,56288,italian,valletta,24,1
372,mldmprocrastinators-89,56289,lithuanian,sofia,8,1
373,mldmprocrastinators-89,56289,hungarian,valletta,1,1
374,mldmprocrastinators-90,56290,danish,valletta,20,0
375,mldmprocrastinators-91,56291,dutch,vilnius,40,0
376,mldmprocrastinators-91,56291,bulgarian,madrid,20,1
377,mldmprocrastinators-91,56291,french,madrid,8,1
378,mldmprocrastinators-92,56292,hungarian,vilnius,20,0
379,mldmprocrastinators-93,56293,cypriot,copenhagen,16,0
380,mldmprocrastinators-93,56293,bulgarian,copenhagen,8,1
381,mldmprocrastinators-94,56294,czech,vienna,24,0
382,mldmprocrastinators-94,56294,spanish,valletta,1,1
383,mldmprocrastinators-94,56294,bulgarian,amsterdam,0,0
384,mldmprocrastinators-95,56295,polish,amsterdam,0,1
385,mldmprocrastinators-96,56296,belgian,madrid,1,0
386,mldmprocrastinators-97,56297,czech,vilnius,2,1
387,mldmprocrastinators-98,56298,estonian,vilnius,32,1
388,mldmprocrastinators-98,56298,irish,vienna,24,0
389,mldmprocrastinators-98,56298,dutch,vienna,24,0
390,mldmprocrastinators-98,56298,irish,valletta,0,1
391,mldmprocrastinators-99,56299,spanish,amsterdam,20,0
392,mldmprocrastinators-99,56299,luxembourgish,valletta,8,1
393,mldmprocrastinators-99,56299,cypriot,vilnius,2,0
394,mldmprocrastinators-100,56300,swedish,vilnius,20,0
395,mldmprocrastinators-100,56300,maltese,copenhagen,2,1
396,mldmprocrastinators-101,56301,dutch,rome,4,1
397,mldmprocrastinators-102,56302,finnish,vilnius,44,0
398,mldmprocrastinators-102,56302,hungarian,vilnius,28,0
399,mldmprocrastinators-102,56302,greek,amsterdam,2,0
400,mldmprocrastinators-102,56302,czech,paris,1,0
401,mldmprocrastinators-103,56303,polish,copenhagen,4,1
402,mldmprocrastinators-104,56304,hungarian,sofia,16,0
403,mldmprocrastinators-104,56304,croatian,vienna,4,1
404,mldmprocrastinators-105,56305,estonian,vienna,0,1
405,mldmprocrastinators-106,56306,finnish,paris,44,0
406,procrastinators-1,55630,danish,vienna,0,0
407,procrastinators-11,55893,polish,copenhagen,8,1
408,procrastinators-11,55893,latvian,vienna,0,1
409,procrastinators-12,55895,greek,vienna,12,0
410,procrastinators-21,55906,austrian,vienna,4,1
411,procrastinators-29,55917,bulgarian,paris,16,0
412,procrastinators-29,55917,maltese,amsterdam,1,0
413,procrastinators-30,55918,german,copenhagen,0,1
414,procrastinators-30,55918,danish,vilnius,0,0
415,procrastinators-31,55920,finnish,valletta,8,0
416,procrastinators-31,55920,greek,vilnius,8,1
417,procrastinators-32,55921,bulgarian,paris,12,1
418,procrastinators-34,55924,italian,paris,1,1
419,procrastinators-37,55928,spanish,copenhagen,40,1
420,procrastinators-37,55928,dutch,madrid,1,0
421,procrastinators-38,55929,greek,sofia,4,0
422,procrastinators-38,55929,maltese,paris,0,1
423,procrastinators-40,55931,bulgarian,vilnius,2,0
424,procrastinators-43,55936,romanian,madrid,8,1
425,procrastinators-43,55936,estonian,vienna,3,1
426,procrastinators-44,55937,portuguese,sofia,1,0
427,procrastinators-45,56307,maltese,sofia,12,0
428,procrastinators-46,56308,luxembourgish,sofia,36,1
429,procrastinators-46,56308,polish,paris,12,0
430,procrastinators-47,56309,czech,sofia,0,1
431,procrastinators-48,56310,swedish,rome,36,1
432,procrastinators-48,56310,italian,amsterdam,36,0
433,procrastinators-48,56310,german,paris,16,0
434,procrastinators-49,56311,polish,amsterdam,32,1
435,procrastinators-50,56312,irish,amsterdam,16,0
436,procrastinators-51,56313,cypriot,paris,8,1
437,procrastinators-52,56314,swedish,valletta,28,1
438,procrastinators-52,56314,irish,madrid,12,0
439,procrastinators-53,56315,maltese,vienna,24,0
440,procrastinators-53,56315,german,madrid,20,1
441,procrastinators-54,56316,austrian,sofia,28,0
442,procrastinators-55,56317,belgian,rome,4,1
443,procrastinators-56,56318,italian,amsterdam,40,1
444,procrastinators-56,56318,dutch,sofia,24,0
445,procrastinators-56,56318,portuguese,copenhagen,3,1
446,procrastinators-56,56318,german,vienna,1,1
447,procrastinators-57,56319,hungarian,valletta,8,1
448,procrastinators-58,56320,hungarian,vienna,1,1
449,procrastinators-59,56321,finnish,valletta,40,0
450,procrastinators-59,56321,irish,rome,0,0
451,procrastinators-60,56322,slovakian,copenhagen,44,1
452,procrastinators-60,56322,lithuanian,rome,8,0
453,procrastinators-61,56323,lithuanian,vienna,16,1
454,procrastinators-62,56324,italian,paris,40,1
455,procrastinators-62,56324,lithuanian,paris,3,0
456,procrastinators-63,56325,italian,amsterdam,40,0
457,procrastinators-63,56325,belgian,copenhagen,20,0
458,procrastinators-63,56325,slovakian,paris,16,1
459,procrastinators-63,56325,romanian,amsterdam,2,0
460,procrastinators-64,56326,irish,madrid,36,0
461,procrastinators-64,56326,polish,valletta,28,1
462,procrastinators-64,56326,italian,vilnius,4,0
463,procrastinators-64,56326,belgian,copenhagen,3,1
464,procrastinators-65,56327,slovene,madrid,20,0
465,procrastinators-65,56327,irish,valletta,3,0
466,procrastinators-66,56328,cypriot,vienna,8,1
467,procrastinators-67,56329,danish,paris,20,1
468,procrastinators-68,56330,danish,paris,8,0
469,procrastinators-69,56331,greek,vienna,32,0
470,procrastinators-69,56331,italian,vienna,16,1
471,procrastinators-69,56331,belgian,sofia,1,1
472,procrastinators-70,56332,slovene,madrid,32,0
473,procrastinators-70,56332,danish,copenhagen,16,1
474,procrastinators-71,56333,bulgarian,paris,4,1
475,procrastinators-71,56333,french,copenhagen,1,0
476,procrastinators-72,56334,greek,rome,40,1
477,procrastinators-72,56334,danish,sofia,12,0
478,procrastinators-73,56335,german,vienna,32,1
479,procrastinators-73,56335,estonian,vienna,4,1
480,procrastinators-73,56335,czech,copenhagen,0,0
481,procrastinators-74,56336,danish,valletta,40,0
482,procrastinators-75,56337,luxembourgish,paris,24,0
483,procrastinators-75,56337,croatian,paris,2,0
484,procrastinators-76,56338,irish,vilnius,4,0
485,procrastinators-76,56338,romanian,paris,2,0
486,procrastinators-77,56339,italian,amsterdam,40,1
487,procrastinators-77,56339,danish,sofia,16,0
488,procrastinators-78,56340,irish,amsterdam,40,1
489,procrastinators-78,56340,slovene,copenhagen,32,0
490,procrastinators-78,56340,polish,sofia,1,1
491,procrastinators-78,56340,french,sofia,1,1
492,procrastinators-79,56341,french,rome,44,1
493,procrastinators-79,56341,austrian,vilnius,28,1
494,procrastinators-79,56341,swedish,sofia,20,1
495,procrastinators-80,56342,latvian,valletta,2,1
496,procrastinators-80,56342,french,paris,1,1
497,procrastinators-81,56343,swedish,sofia,8,0
498,procrastinators-82,56344,french,sofia,0,1
499,procrastinators-83,56345,lithuanian,valletta,0,0
500,procrastinators-83,56345,french,valletta,0,1
501,procrastinators-84,56346,swedish,vilnius,4,1
502,procrastinators-85,56347,finnish,rome,1,0
503,procrastinators-86,56348,polish,valletta,12,1
504,procrastinators-86,56348,austrian,valletta,3,0
505,procrastinators-87,56349,slovene,copenhagen,3,1
506,beltran-5,56162,estonian,vilnius,2,1
507,beltran-10,56167,irish,rome,1,0
508,beltran-11,56168,maltese,copenhagen,12,1
509,beltran-16,56173,portuguese,vilnius,1,0
510,beltran-21,56178,slovakian,rome,8,0
511,beltran-21,56178,croatian,copenhagen,2,0
512,beltran-23,56180,croatian,madrid,0,1
513,beltran-26,56183,czech,vienna,0,1
514,beltran-31,56350,slovakian,sofia,1,1
515,beltran-32,56351,croatian,sofia,28,0
516,beltran-32,56351,hungarian,valletta,20,0
517,beltran-32,56351,estonian,sofia,0,1
518,beltran-33,56352,belgian,amsterdam,36,1
519,beltran-33,56352,danish,copenhagen,4,0
520,beltran-34,56353,italian,madrid,44,1
521,beltran-34,56353,hungarian,paris,40,1
522,beltran-34,56353,maltese,sofia,36,0
523,beltran-34,56353,estonian,copenhagen,0,1
524,beltran-35,56354,lithuanian,paris,36,0
525,beltran-35,56354,maltese,paris,28,0
526,beltran-35,56354,czech,vilnius,12,1
527,beltran-36,56355,lithuanian,sofia,24,1
528,beltran-36,56355,finnish,rome,24,0
529,beltran-37,56356,polish,vienna,12,1
